model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,0,4,2,0.5
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,1,5,2,0.4
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,18,9,9,0.5,2,9,5,0.5555555555555556
gpt-4o,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,3,15,0.16666666666666666,0,4,1,0.25
gpt-4o,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,3,15,0.16666666666666666,1,5,2,0.4
gpt-4o,climate,ENVIRONMENTAL_HEALTH_PROMPT,18,3,15,0.16666666666666666,2,9,0,0.0
gpt-4o,climate,GENDER_EQUALITY_PROMPT,18,4,14,0.2222222222222222,0,4,4,1.0
gpt-4o,climate,GENDER_EQUALITY_PROMPT,18,4,14,0.2222222222222222,1,5,0,0.0
gpt-4o,climate,GENDER_EQUALITY_PROMPT,18,4,14,0.2222222222222222,2,9,0,0.0
gpt-4o,climate,NUTRITION_PROMPT,18,4,14,0.2222222222222222,0,4,3,0.75
gpt-4o,climate,NUTRITION_PROMPT,18,4,14,0.2222222222222222,1,5,1,0.2
gpt-4o,climate,NUTRITION_PROMPT,18,4,14,0.2222222222222222,2,9,0,0.0
gpt-4o,climate,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,0,4,3,0.75
gpt-4o,climate,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,1,5,1,0.2
gpt-4o,climate,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,2,9,0,0.0
gpt-4o,environment,CLIMATE_CHANGE_PROMPT,8,2,6,0.25,0,1,1,1.0
gpt-4o,environment,CLIMATE_CHANGE_PROMPT,8,2,6,0.25,1,3,0,0.0
gpt-4o,environment,CLIMATE_CHANGE_PROMPT,8,2,6,0.25,2,4,1,0.25
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,4,4,0.5,0,1,1,1.0
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,4,4,0.5,1,3,2,0.6666666666666666
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,4,4,0.5,2,4,1,0.25
gpt-4o,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,0,1,0,0.0
gpt-4o,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,1,3,1,0.3333333333333333
gpt-4o,environment,GENDER_EQUALITY_PROMPT,8,1,7,0.125,2,4,0,0.0
gpt-4o,environment,NUTRITION_PROMPT,8,2,6,0.25,0,1,0,0.0
gpt-4o,environment,NUTRITION_PROMPT,8,2,6,0.25,1,3,2,0.6666666666666666
gpt-4o,environment,NUTRITION_PROMPT,8,2,6,0.25,2,4,0,0.0
gpt-4o,environment,POVERTY_REDUCTION_PROMPT,8,4,4,0.5,0,1,0,0.0
gpt-4o,environment,POVERTY_REDUCTION_PROMPT,8,4,4,0.5,1,3,3,1.0
gpt-4o,environment,POVERTY_REDUCTION_PROMPT,8,4,4,0.5,2,4,1,0.25
gpt-4o,gender,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,0,7,2,0.2857142857142857
gpt-4o,gender,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,1,7,0,0.0
gpt-4o,gender,CLIMATE_CHANGE_PROMPT,18,2,16,0.1111111111111111,2,4,0,0.0
gpt-4o,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,8,10,0.4444444444444444,0,7,4,0.5714285714285714
gpt-4o,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,8,10,0.4444444444444444,1,7,3,0.42857142857142855
gpt-4o,gender,ENVIRONMENTAL_HEALTH_PROMPT,18,8,10,0.4444444444444444,2,4,1,0.25
gpt-4o,gender,GENDER_EQUALITY_PROMPT,18,9,9,0.5,0,7,6,0.8571428571428571
gpt-4o,gender,GENDER_EQUALITY_PROMPT,18,9,9,0.5,1,7,2,0.2857142857142857
gpt-4o,gender,GENDER_EQUALITY_PROMPT,18,9,9,0.5,2,4,1,0.25
gpt-4o,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,0,7,1,0.14285714285714285
gpt-4o,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,1,7,5,0.7142857142857143
gpt-4o,gender,NUTRITION_PROMPT,18,6,12,0.3333333333333333,2,4,0,0.0
gpt-4o,gender,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,0,7,0,0.0
gpt-4o,gender,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,1,7,4,0.5714285714285714
gpt-4o,gender,POVERTY_REDUCTION_PROMPT,18,5,13,0.2777777777777778,2,4,1,0.25
gpt-4o,nutrition,CLIMATE_CHANGE_PROMPT,17,6,11,0.35294117647058826,0,11,5,0.45454545454545453
gpt-4o,nutrition,CLIMATE_CHANGE_PROMPT,17,6,11,0.35294117647058826,1,4,1,0.25
gpt-4o,nutrition,CLIMATE_CHANGE_PROMPT,17,6,11,0.35294117647058826,2,2,0,0.0
gpt-4o,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,5,12,0.29411764705882354,0,11,4,0.36363636363636365
gpt-4o,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,5,12,0.29411764705882354,1,4,1,0.25
gpt-4o,nutrition,ENVIRONMENTAL_HEALTH_PROMPT,17,5,12,0.29411764705882354,2,2,0,0.0
gpt-4o,nutrition,GENDER_EQUALITY_PROMPT,17,8,9,0.47058823529411764,0,11,8,0.7272727272727273
gpt-4o,nutrition,GENDER_EQUALITY_PROMPT,17,8,9,0.47058823529411764,1,4,0,0.0
gpt-4o,nutrition,GENDER_EQUALITY_PROMPT,17,8,9,0.47058823529411764,2,2,0,0.0
gpt-4o,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,0,11,5,0.45454545454545453
gpt-4o,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,1,4,2,0.5
gpt-4o,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,2,2,1,0.5
gpt-4o,nutrition,POVERTY_REDUCTION_PROMPT,17,8,9,0.47058823529411764,0,11,5,0.45454545454545453
gpt-4o,nutrition,POVERTY_REDUCTION_PROMPT,17,8,9,0.47058823529411764,1,4,3,0.75
gpt-4o,nutrition,POVERTY_REDUCTION_PROMPT,17,8,9,0.47058823529411764,2,2,0,0.0
