"result_code","prompt_id","prompt_text","model_name","impact_area","input_text","token_count"
"247","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Healthy Diet Coalition, a government-led platform, recognized the implementation of Ethiopia's first food-based dietary guidelines as one of their important activities Dietary guidelines provide advice to the general public on what to eat and drink as part of a healthy diet. The first food-based dietary guidelines for Ethiopia were finalized in 2022. The process was led by the Ethiopian Public Health Institute. CGIAR supported the process in several ways, which was reported by this Initiative in 2022. Even though work remains to implement the guidelines, in 2023, policy windows of opportunity remain open. For example, the new Healthy Diet Coalition, a government-led platform, has listed implementation of the guidelines as one of their activities. The Ethiopian Food Systems Transformation and Nutrition Inter-ministerial Steering Committee (the governance structure for Ethiopia's food systems transformation agenda) was inaugurated in May 2023. The guidelines remain prominent in their internal policy documents. Sustainable Healthy Diets supported national partners in these efforts and will continue to provide technical support in 2024 to accelerate implementation.  ","370"
"658","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Support from the Can Tho Province government to scaling of ""Mechanized rice straw composting business model"" to other provinces of Vietnam The Department of Agriculture and Rural Development (DARD) through the Sub-Department of Crop Production and Plant Protection (Sub-DCPPP) issued a statement of support and endorsement of the ""Mechanized rice straw composting business model"" to local authorities for the possible adaption and replications of the model. 

The business model cooperative includes 7 women farmers. The straw composting utilizes straw bought from 100 rice and mushroom farmers at the price of $0.17-0.2/bale of 20 kilograms, providing income to 21-22 women farmers. For an average of 2 tons straw/hectare, rice and mushroom growers benefit $75-83 per hectare (6-7% of the net income from rice production) from selling straw.  ","344"
"838","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","CGIAR contributes to the National Agroecology Strategy in Kenya. The CGIAR initiative on Agroecology is contributing to developing a national strategy for agroecology, to scale up pioneering approaches. The strategy is led by the Kenyan Ministry of Agriculture, in collaboration with CGIAR with the Kenyan National Government, through the multi-stakeholder platform ISFAA, in Livestock, Fisheries. The strategy is led by the Kenyan Ministry of Agriculture, Livestock, Fisheries and includes gender and social inclusion as one of the priority themes to be addressed. The strategy is currently (End 2023) in its sixth draft and in the process of a public call for feedback.  ","295"
"1556","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Development and review of seed certification regulations for vegetatively propagated materials for Kenya Development and review of seed certification regulations for vegetatively propagated materials (VPM) For Kenya to advance inclusive seed sector growth via improved policies and regulations for seed quality assurance systems  ","210"
"1573","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Creating opportunities for accelerated seed sector development in Rwanda In 2020, Rwanda introduced a policy shift to transform its seed sector and expand the market for improved varieties and quality seed though public-private partnerships. The plan is ambitious, but still lacking in sufficient regulatory detail, tractable milestones, and strategic innovation pathways that are necessary to fundamentally transform Rwanda’s seed sector in a commercially viable and economically sustainable contributor to agricultural development. Seed Equal and partners are engaging with the Government of Rwanda and its development partners to (1) identify key opportunities for growth and impact, (2) discuss the main challenges and constraints, and (3) design pragmatic policy, regulatory, and investment solutions for accelerated seed sector development in Rwanda.  ","302"
"2138","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Policymakers in two districts of Tanzania used the ‘Women in Business: Chicken Dissemination Project (WiB)'  business model developed by ILRI and partners The ‘Women in Business: Chicken Dissemination Project (WiB)’ was implemented by the International Livestock Research Institute (ILRI) in collaboration with partners in Tanzania and Ethiopia. The three-year project developed, promoted and tested women-led chicken businesses in the two countries to empower women and young graduates and improved the food and nutrition security of their households.

Two policymakers in the two project districts have adopted and replicated the WIB model.  ","281"
"2328","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","WorldFish legal agreement with private sector opens the path to investments and future growth of Genetically Improved Farmed Tilapia (GIFT) based aquaculture industry in Nigeria WorldFish has signed an agreement with Premium Aquaculture Limited to transfer genetically improved farmed tilapia (GIFT) fry to Nigeria. In 2022 a batch of over fifty thousand improved GIFTs were transferred to Nigeria where they are currently reared in the largest tilapia hatchery (Premium Aquaculture Ltd) in Nigeria, as the first steps in establishing a GIFT-based aquaculture industry in Nigeria.  In 2023, WorldFish and PAL worked together to:
(c) produce WorldFish GIFT 18 seed  for the country's aquaculture industry
(d) conduct WorldFish GIFT 18 comparative performance research in Nigeria, 
(e) support the development of WorldFish GIFT 18 seed supply, grow out, and farming systems, particularly amongst small fishers. 

In 2023, dissemination of F2 GIFT fry to other farmers was commenced in November 2023, including 2 SME hatcheries in Delta State.  198 farmers have been trained on tilapia breeding nursing and grow out farming with the participation of 63.1% female farmers.  ","417"
"2492","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Aquatic Foods Initiative contributes to the review and update of the Nigeria's National Fisheries and Aquaculture Policy In 2022, the Federal Department of Fisheries and Aquaculture has officially requested to Aquatic Foods Initiative to support with the review/update various national instruments including the Fisheries and Aquaculture Policy. In 2023, a consultation workshop was organized with more than 63 stakeholders from the Federal Ministry of Agriculture and Food Security, Ministry of Budget and Economic Planning, other government agencies, private sector, industry and producer associations, nongovernmental and civil society organizations, research institutes, universities, and donors. The policy document draft was revised and submitted on December 19, 2023, to the Federal Department of Fisheries and Aquaculture (FDFA) and the relevant ministries for their review. The final policy document draft incorporates the inputs from the stakeholder consultation and is revised based on numerous meetings and discussions among the national drafting team and advisory committee (International Food Policy Research Institute (IFPRI), WorldFish, and FDFA) for several months in 2023. Sustainable growth for the Nigerian aquatic food system: Sources, projections, scenarios Skip to main content Dear CGSpace users, we have performed some minor upgrades to the user interface. If it does not look right you should refresh the page while holding the Shift key. Communities & Collections Browse Navigate CGIAR Centers Statistics English Català Čeština Deutsch Español Français Gàidhlig Italiano Latviešu Magyar Nederlands Polski Português Português do Brasil Srpski (lat) Suomi Svenska Türkçe Tiếng Việt Қазақ বাংলা हिंदी Ελληνικά Српски Yкраї́нська Log In Note: CGIAR users should log in with their Active Directory username and password. For example, if your email is j.smith@cgiar.org, you would use jsmith here. Log in New user? Click here to register. Have you forgotten your password? Home CGIAR research centers International Food Policy Research Institute (IFPRI) IFPRI Posters and Presentations Sustainable growth for the Nigerian aquatic food system: Sources, projections, scenarios Sustainable growth for the Nigerian aquatic food system: Sources, projections, scenarios Files Presentation (1.84 MB, pdf) Authors Ragasa, Catherine Nwagboso, Chibuzo Popoola, Olufemi Date Issued 2023-12-19 Date Online Language en Type Presentation Review Status Access Rights Open Access Usage Rights Other Metadata Full item page Share Citation Ragasa, Catherine; Nwagboso, Chibuzo; and Popoola, Olufemi. 2023. Sustainable growth for the Nigerian aquatic food system: Sources, projections, scenarios. Presented at the Stakeholder Consultation on the National Fisheries and Aquaculture Policy (2024-2028) in Abuja, Nigeria on 22 August 2023. Permanent link to cite or share this item https://hdl.handle.net/10568/135606 External link to download this item DOI Abstract/Description Author ORCID identifiers Catherine Ragasa https://orcid.org/0000-0002-8033-0784 Chibuzo Nwagboso https://orcid.org/0000-0002-1669-8816 AGROVOC Keywords sustainability ; food systems ; aquatic ecosystems ; aquaculture Subjects Countries Nigeria Regions Africa ; Sub-Saharan Africa ; Western Africa Organizations Affiliated to the Authors International Food Policy Research Institute CGIAR Action Areas Resilient Agrifood Systems CGIAR Impact Areas Nutrition, health and food security CGIAR Initiatives Aquatic Foods Related Material Related reference: https://nssp.ifpri.info/2023/09/28/ifpri-nigeria-participates-in-the-stakeholders-consultation-workshop-on-the-national-fisheries-and-aquaculture-policy-2024-2028/ ; https://doi.org/10.1038/s43016-022-00467-1 Collections IFPRI Posters and Presentations CGIAR Initiative on Aquatic Foods DSpace software copyright © 2002-2024 LYRASIS About Cookie settings Privacy policy Send Feedback File: download
Page 1:
Sustainable 
growth for the 
Nigerian aquatic 
food system –
sources, projections,  
scenarios Catherine Ragasa (IFPRI)
Chibuzo Nwagboso (IFPRI)
Olufemi Popoola (IFPRI)
Aug 22, 2023
Stakeholder Consultation on the National Fisheries 
and Aquaculture Policy (2024 -2028) 
Abuja, Nigeria
Page 2:
Poverty  
(change in % -point)
-0.69
-0.62
-0.49
-0.10
-0.10
-0.10
-0.09
-0.08
-0.01
0.00
0.16Cattle & dairy
Poultry & eggs
Fish
Soybeans
Cassava
Cowpea
Cocoa
Maize
Fruits & nuts
Vegetables
Rice0.72
0.52
0.43
0.42
0.40
0.38
0.35
0.35
0.29
0.26
0.11Cattle & dairy
Rice
Maize
Fish
Poultry & eggs
Soybeans
Cowpea
Fruits & nuts
Vegetables
Cocoa
CassavaTotal
Cattle & dairy
Rice
Maize
Fish
Poultry & eggs
Soybeans
Cowpea
Fruits & nuts
Vegetables
Cocoa
CassavaPoverty Growth Jobs Diets
Page 3:
NIGERIA IS THE LEADING AQUA PRODUCER IN SSA
FAST GROWTH IN NIGERIA’S AQUACULTURE UNTIL 2014, THEN PLATEAU
0100200300400500600700800900
2000
2001
2002
2003
2004
2005
2006
2007
2008
2009
2010
2011
2012
2013
2014
2015
2016
2017
2018
2019Production (000 metric tonnes)Aquaculture Production, Sub -Saharan Africa
Nigeria Tanzania Uganda Ghana Zambia Kenya Other6911
91523
21
1222
4
010203040Annual growth rate (%)Annual Growth Rate in Aquaculture 
Production, 2000 -2019  
Source of raw data: FAOSTATSource: Ragasa, C., H. Charo -Karisa, E. Rurangwa,  N. Tran, K. M. 
Shikuku . 2022. Sustainable Aquaculture Development in Sub -
Sahara Africa. Nature Food 3, 92 -94.
Page 4:
FISH PRODUCTION AND 
IMPORTS VOLUME
Quantities1991 -
20211991 -
20002001 -
20102011 -
20212016 -
2021
Total production 5.2 7.4 6.1 2.1 -0.9
Aquaculture 
production 12.7 5.3 24.4 1.0 -2.6
Capture fisheries 
production 4.0 7.5 3.6 2.5 -0.2
Fish imports 3.9 1.9 9.9 -10.2 6.7 0200400600800100012001400160018002000Metric Tons (000)
Aquaculture production
Capture fisheries production
Imports
Total domestic fish production (capture fisheries + aquaculture)
Source of raw data: FAOSTATANNUAL GROWTH RATE (%)
Fast growth in aquaculture in early 2000 until 2014,  
when it started to plateau! From 2016 onwards, 
aquaculture declines by 2.6% and capture fisheries 
declines by 0.2%, while imports were increasing by 6 %.
Page 5:
FISH PRODUCTION AND 
IMPORTS VOLUME
Quantities1991 -
20211991 -
20002001 -
20102011 -
20212016 -
2021
Total production 5.2 7.4 6.1 2.1 -0.9
Aquaculture 
production 12.7 5.3 24.4 1.0 -2.6
Capture fisheries 
production 4.0 7.5 3.6 2.5 -0.2
Fish imports 3.9 1.9 9.9 -10.2 6.7 0200400600800100012001400160018002000Metric Tons (000)
Aquaculture production
Capture fisheries production
Imports
Total domestic fish production (capture fisheries + aquaculture)
Source of raw data: FAOSTATANNUAL GROWTH RATE (%)
To aim for 2 million tons in 5 years (2028), with stable capture fisheries 
production (800K) and aquaculture to reach 1.2 million tons,  
aquaculture must grow by 35% annually and produce additional 
900,000 tons.  This is a tall order!
Where will this come from? What investments are needed and how to 
promote this investment? 
Page 6:
(1) Growth from aquaculture
Tilapia 
(7% of aquaculture; mostly large commercial 
farms, limited small -scale farmers)
050100150200250300
2000
2001
2002
2003
2004
2005
2006
2007
2008
2009
2010
2011
2012
2013
2014
2015
2016
2017
2018
2019Production (000 metric tonnes)
Uganda Ghana Zambia Nigeria
Tanzania Kenya Zimbabwe OtherCatfish 
(64% of aquaculture; mostly 
small -scale farmers)
050100150200250300
2000
2001
2002
2003
2004
2005
2006
2007
2008
2009
2010
2011
2012
2013
2014
2015
2016
2017
2018
2019Production (000 metric tonnes)
Nigeria Uganda Ghana Benin Kenya Tanzania Other
Where can we see growth in tilapia production?
•GIFT strain – WorldFish’ calculations of a 10 -year program involving 150,000 
smallholders, to produce 720,000 tons of tilapia, with a total farmgate value of USD 1.4 
billion
•Greenhouse gas emissions and environmental sustainability of tilapia farming appears 
to be better than that of catfish. 
•More than 60 percent of farmers surveyed were interested in growing tilapia. 
•Assumption: farmers will enter/produce; input suppliers/service providers will operate;  
consumers will increase fish consumption or substitute fish/meat for tilapia? (future 
research question and data gap)Where can we see growth in catfish production?
•No new strains anticipated in the near future
•Can we stimulate more producers to grow → more efficient cage system and 
RAS (recirculating aquaculture system)?
•How can we stimulate greater production of catfish?
•How can we expand processing
•How can we start to export?91317
121324
22
1619
14
010203040
World
Africa
SSA
Egypt
 Nigeria
 Uganda
 Ghana
 Zambia
 Kenya
 Tanzania162020
17212323
1739
010203040
World
Africa
SSA
Egypt
 Nigeria
 Uganda
 Ghana
 Kenya
 Tanzania
Page 7:
Large untapped water 
resources
•835 km of coastline
•Inland water surface = 14 million ha
•Total available inland water suitable for aquaculture development = 1.75 
million ha
•Estimated aquaculture potential (based on 10% of suitable water surface 
and average fish yield potential of 15/tons/year) = 2.66 million tons
•260+ medium and large dams
•48,000 ha of swamp areas (good for fish farming)
Assumptions: farmers will enter/produce; input suppliers/service 
providers will operate; feed and seed quality improved and become 
accessible to farmers? 
Page 8:
Training and promotion of good 
management practices
•Currently poor management practices among farmers
•Limited knowledge on good management practices 
•Studies show that training is effective in improving 
agriculture and aquaculture practices 
•Good agricultural and postharvest practices more 
effective for controlling aflatoxin (Hoffman et al. 
2021)
•Aquaculture practices increased by 20 -30% fish 
production, productivity, and incomes in Ghana 
(Ragasa et al. 2022); income in Egypt (Dickson et 
al. 2016)
•Increase of 0.45 more kg of fish harvested per 
sqm, or 4.5 ton/ha. Additional income of USD 627 
per trainee per year on average (Ragasa et al. 
2022)
•300,000 tons of aquaculture production →Training can 
potentially add 20,000 to 90,000 tons of farmed fish; 
plus it can encourage new farmers to enter because of 
greater productivity →multiplier effect along the value 
chain.
Page 9:
(2) Growth from other farmed 
species 
(30% of aquaculture production)
•Opportunities to expand crustacean / shrimps
exports
oRe-approval of Nigeria and its Aquaculture 
Residue Monitoring plan for crustacean, 
allowing the export of aquaculture crustacean to 
EU and UK
oRecertification of Nigeria for shrimp export 
through the verification of and use of Turtle 
Excluder Device: Nigeria has been recertified to 
export shrimps to the US.
oCompliance with the requirement of the US 
Regulation on Marine Mammal Protection to 
sustain continuous export of Nigeria 
fish/shrimps into the US.
oDiversification of more cultivable fish species 
targeting commercially viable indigenous fish 
species such as Lates niloticus (Nile perch), 
Gymnarchus niloticus (Aba, knifefish), Labeo , etc.
Page 10:
Growth from artisanal 
capture fisheries 
•Wild fish caught by small -scale fishers provide the 
bulk of Nigeria’s fish supply, however there is very 
little information available on species -level catch
•Sub-optimal artisanal fishery production does not 
contribute adequately to bridging the supply -demand 
gap
•Can we substitute imported fish with improved 
capture fisheries? Which species?
•Potential solutions:
•Better co -management and co -planning with 
communities (how much growth we can 
expect?)
•Better information/data on specie catch and 
stock
•Stock enhancement (how much growth we can 
expect)
✓Artisanal fishing communities should be 
empowered in identifying issues related to 
artisanal fisheries decision -making processes.
✓Establish rural fisheries organizations/groups 
and women’s groups, fishers and women 
groups for partnership development and 
management. 
✓Develop an entrepreneurship plan for 
partnership management, including fishing 
plans.
Page 11:
Potential 
strategies 
Sundried pelagic fish 
should be promoted
Consumption of small pelagic 
fish, increases economic and 
geographic access in local, 
often remote markets. 
High -yielding, eco -friendly, 
low carbon -emission way of 
using the high productive 
potential of inland waters to 
produce nutritious food. 
The vast Niger Delta, home to nutrient -
rich species such as oysters, periwinkles, 
clams, and cockles are primarily harvested 
or gleaned by women ( Nlerum & Bagshaw, 
2015). 
Rich in omega3 fatty acids and vitamin B -12 
(Golden et al., 2021). 
However, water pollution from crude oil 
and gas companies is a commonly reported 
threat to the periwinkle harvest ( Moruf , 
2020; Nlerum & Bagshaw, 2015)
More research is urgently needed to 
address the threats to this aspect of the 
small -scale fisheries sector. 
An important priority is to determine the 
number of women in Nigeria engaged in 
the shellfish industry, and to more 
adequately quantify shellfish production 
(Chuku et al., 2020). 
Page 12:
REDUCTION OF 
FISH LOSS AND 
WASTE
•Various estimates, depending on species:
o8% of catfish, tilapia, and Nile perch are lost during the 
production or landing phases of capture fisheries
o>5% of tilapia and Nile perch may go to waste at the 
market
oadditional 4 –10% of the fish may be lost during processing
oUp to 30% of freshwater clupeids harvest may be lost if not 
processed on time.
•Mortality and spoilage occurs during live fish transportation.
•Fish processing is mostly ad hoc; chain actors use rudimentary, 
unstandardized techniques with regard to fish smoking or 
drying.
•Potential solutions:
oInvestment plans targeted at improving fish processing 
and transportation technologies; cold chains
oDesign, test and manufacture effective practical 
transportation equipment with aeration systems to 
increase survival of live fish.
•Potentially 100,000 to 300,000 tons of fish saved if fish loss and 
waste along the value chain are minimized
•Data gap: we need good data on fish loss and waste and on 
what works and does not work
Page 13:
RISK AND DISEASE 
MANAGEMENT 
•Fish diseases can be devastating 
•Disease -related production losses in Nigeria are widely 
reported, but economic impacts are not known.
oMukaila et al. (2023) estimates a mortality rate 
ranging from 1.86% to 19.73%, which was valued 
at USD 192.79 to USD 2056.38 per production 
cycle, respectively, small -scale catfish farms 
•Health management and disease control in Nigerian 
aquaculture, especially among smallholders and small -
to medium -scale farming practices, is minimal. 
•Aquatic animal health management capacity within the 
national veterinary system is minimal. 
•Limited private sector engagement in aquaculture health 
management needs improvement and strengthening. 
•It is important to assess national aquatic animal health 
management capacity and embark on a technology and 
capacity development program.
Page 14:
EXPLICIT ATTENTION 
TO NUTRITION
•Issue: 
✓Fish supply in Nigeria is estimated at around 24 
g/person/day, which is substantially higher than 
other animal source foods such as other meats (21 
g/person/day), eggs (8.2 g/person/day), and milk 
(3.5 g/person/day). But lower than global average.
✓Nigeria's annual per capita fish consumption in the 
southern region (16.9 kg) was higher than in the 
northern region (6.1 kg) in 2020, though the 
southern region's average fish price is 50% higher. 
✓Fish diversity and nutritional benefits through 
consumption of indigenous species are limited. 
✓No science -based, organized inland fisheries 
management programs are in place, resulting in low 
and irregular catches and availability of nutritious 
inland indigenous species to consumers.
Page 15:
FOCUS ON NUTRITION
•Increasing access to nutrient -rich fish and fish products 
presents investment opportunities. 
•Fish supplies should be increased and supply chains aligned 
to make fish affordable and accessible to the rural poor, with 
special emphasis on northern states. 
•Dried crayfish is a staple aquatic food product in southern 
states and wealthier households but is not accessed by 
northern households. Given that it is a nutrient -dense, shelf -
stable and readily transportable product, promotion in 
northern states should be explored.
•Greater awareness of the importance of fish in the nutrition 
of children and pregnant women isneeded.
•Promoting the use of products such as fish powder would 
improve access to fish among young children.
•FDF and its partners should be monitoring and evaluating 
improvement in fish consumption (quantity, diversity, and 
nutrition)
Page 16:
TRADE -OFFS: 
GROWTH 
VERSUS 
NUTRITION•With scarce resources, we need to prioritize and be efficient!
•Use of food -grade fish, especially nutrient -rich freshwater and 
marine pelagic fish, as a fishmeal VERSUS using them 
affordable, nutritious food for rural and urban poor?
•Promote catfish OR tilapia OR other farmed species –how to 
prioritize funding and investments?
•Promoting Aquaculture versus Import ban to stimulate local 
production VERSUS higher fish prices and detrimental for 
nutrition?
•Investing in aquaculture versus small -scale capture fisheries?
•Useful versus Harm subsidies?
•Knowledge and data -which data to fill first? What are the 
most important data needed to inform policy and 
investment?
•Many trade -offs and questions remain, but some are win -win 
strategies for all subsectors: Enabling environment + 
Infrastructure (electricity, roads and transportation, cold 
chain, ease of doing business)
Page 17:
Thank you
","4614"
"2520","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","The Aquatic Foods Initiative's research contributes towards a new investment for integrating social protection with fisheries management in Solomon Islands Universal and targeted social protection programs have an opportunity to support planning and efforts toward community-based resources management in Solomon Islands. The national government and World Bank are seeking to better understand the opportunity of this policy direction for improved sustainability and livelihood support programming.  ","232"
"2522","1100b","""Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Climate related laws, regulations, policies or programs enhanced or implemented (including laws, regulations, policies and programs that support the convention on biological diversity and that address gender issues)""""

### **Structured Output Format:**
Please provide your answer in the following format:
""""{ """"score"""": """"<Yes|No|Maybe>"""", """"explanation"""": """"<Your explanation here>"""" }"""""" **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Aquatic Foods Initiatives supported the Ministry of Fisheries and Marine Resources in the design of Solomon Islands Community Based Coastal and Marine Resource Management Strategy 2021-2025 The Ministry of Fisheries and Marine Resources (MFMR) has sought support in the design of a strategy to support the Fisheries Management Act (2015). WorldFish has been one key partner in the design of technical content and planning for this strategy, which was formally approved and launched in 2022. The first stream of work in Work Package 2 'Aqua Partners', is designed in support of the scaling ambitions of Community Based Resource Management (CBRM) in the strategy now being implemented.  ","294"
