model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,0,4,3,0.75
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,1,4,2,0.5
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,2,8,3,0.375
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,0,1,1,1.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,1,2,2,1.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,2,3,1,0.3333333333333333
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,gender,GENDER_EQUALITY_PROMPT,13,4,9,0.3076923076923077,0,4,3,0.75
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,gender,GENDER_EQUALITY_PROMPT,13,4,9,0.3076923076923077,1,5,1,0.2
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,gender,GENDER_EQUALITY_PROMPT,13,4,9,0.3076923076923077,2,4,0,0.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,nutrition,NUTRITION_PROMPT,3,2,1,0.6666666666666666,0,2,2,1.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,nutrition,NUTRITION_PROMPT,3,2,1,0.6666666666666666,1,1,0,0.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,poverty,POVERTY_REDUCTION_PROMPT,3,2,1,0.6666666666666666,0,3,2,0.6666666666666666
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,0,4,2,0.5
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,1,4,3,0.75
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,2,8,3,0.375
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,2,4,0.3333333333333333,0,1,1,1.0
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,2,4,0.3333333333333333,1,2,1,0.5
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,2,4,0.3333333333333333,2,3,0,0.0
gpt-4o,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,0,4,4,1.0
gpt-4o,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,1,5,1,0.2
gpt-4o,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,2,4,0,0.0
gpt-4o,nutrition,NUTRITION_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
gpt-4o,nutrition,NUTRITION_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,3,2,1,0.6666666666666666,0,3,2,0.6666666666666666
