model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,4,2,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,5,1,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,6,2,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,8,3,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,9,1,1,1.0
gpt-4o,ipsr,IPSR_JSON,9,4,5,0.4444444444444444,4,2,0,0.0
gpt-4o,ipsr,IPSR_JSON,9,4,5,0.4444444444444444,5,1,0,0.0
gpt-4o,ipsr,IPSR_JSON,9,4,5,0.4444444444444444,6,2,0,0.0
gpt-4o,ipsr,IPSR_JSON,9,4,5,0.4444444444444444,8,3,3,1.0
gpt-4o,ipsr,IPSR_JSON,9,4,5,0.4444444444444444,9,1,1,1.0
o1-mini,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,4,2,0,0.0
o1-mini,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,5,1,0,0.0
o1-mini,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,6,2,0,0.0
o1-mini,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,8,3,2,0.6666666666666666
o1-mini,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,9,1,0,0.0
o1-mini,ipsr,IPSR_JSON,9,0,9,0.0,4,2,0,0.0
o1-mini,ipsr,IPSR_JSON,9,0,9,0.0,5,1,0,0.0
o1-mini,ipsr,IPSR_JSON,9,0,9,0.0,6,2,0,0.0
o1-mini,ipsr,IPSR_JSON,9,0,9,0.0,8,3,0,0.0
o1-mini,ipsr,IPSR_JSON,9,0,9,0.0,9,1,0,0.0
