model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,16,6,10,0.375,0.0,4,2,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,16,6,10,0.375,1.0,4,1,0.25
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,16,6,10,0.375,2.0,8,3,0.375
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,0.0,1,1,1.0
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,1.0,2,2,1.0
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,2.0,3,0,0.0
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,0.0,4,4,1.0
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,1.0,5,1,0.2
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,2.0,4,0,0.0
gpt-4o-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,0.0,8,4,0.5
gpt-4o-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,1.0,3,1,0.3333333333333333
gpt-4o-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,2.0,2,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,15,5,10,0.3333333333333333,0.0,10,3,0.3
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,15,5,10,0.3333333333333333,1.0,3,1,0.3333333333333333
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,15,5,10,0.3333333333333333,2.0,2,1,0.5
