model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,0,3,1,0.3333333333333333
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,1,3,2,0.6666666666666666
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,2,8,4,0.5
gpt-4o,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,0,2,1,0.5
gpt-4o,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,1,3,0,0.0
gpt-4o,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,2,1,1,1.0
gpt-4o,nutrition,NUTRITION_PROMPT,2,1,1,0.5,0,2,1,0.5
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,13,5,8,0.38461538461538464,0,11,4,0.36363636363636365
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,13,5,8,0.38461538461538464,2,2,1,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,0,3,1,0.3333333333333333
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,1,3,1,0.3333333333333333
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,2,8,5,0.625
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,0,2,1,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,1,3,0,0.0
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,2,1,1,1.0
gpt-4o-mini,nutrition,NUTRITION_PROMPT,2,1,1,0.5,0,2,1,0.5
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,13,3,10,0.23076923076923078,0,11,2,0.18181818181818182
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,13,3,10,0.23076923076923078,2,2,1,0.5
o1-mini,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,0,3,0,0.0
o1-mini,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,1,3,2,0.6666666666666666
o1-mini,climate,CLIMATE_CHANGE_PROMPT,14,7,7,0.5,2,8,5,0.625
o1-mini,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,0,2,1,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,1,3,0,0.0
o1-mini,gender,GENDER_EQUALITY_PROMPT,6,2,4,0.3333333333333333,2,1,1,1.0
o1-mini,nutrition,NUTRITION_PROMPT,2,0,2,0.0,0,2,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,13,1,12,0.07692307692307693,0,11,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,13,1,12,0.07692307692307693,2,2,1,0.5
o1-preview,climate,CLIMATE_CHANGE_PROMPT,14,10,4,0.7142857142857143,0,3,2,0.6666666666666666
o1-preview,climate,CLIMATE_CHANGE_PROMPT,14,10,4,0.7142857142857143,1,3,3,1.0
o1-preview,climate,CLIMATE_CHANGE_PROMPT,14,10,4,0.7142857142857143,2,8,5,0.625
o1-preview,gender,GENDER_EQUALITY_PROMPT,6,3,3,0.5,0,2,1,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,6,3,3,0.5,1,3,1,0.3333333333333333
o1-preview,gender,GENDER_EQUALITY_PROMPT,6,3,3,0.5,2,1,1,1.0
o1-preview,nutrition,NUTRITION_PROMPT,2,1,1,0.5,0,2,1,0.5
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,13,4,9,0.3076923076923077,0,11,2,0.18181818181818182
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,13,4,9,0.3076923076923077,2,2,2,1.0
