model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,4,2,1,0.5
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,5,1,0,0.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,6,2,0,0.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,8,3,0,0.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,INNOVATION_READINESS_PROMPT,9,2,7,0.2222222222222222,9,1,1,1.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,Innov_Readi_MVE3,9,4,5,0.4444444444444444,4,2,1,0.5
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,Innov_Readi_MVE3,9,4,5,0.4444444444444444,5,1,0,0.0
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,Innov_Readi_MVE3,9,4,5,0.4444444444444444,6,2,1,0.5
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,Innov_Readi_MVE3,9,4,5,0.4444444444444444,8,3,2,0.6666666666666666
ft:gpt-4o-mini-2024-07-18:personal:24072024:9oT26O2l,ipsr,Innov_Readi_MVE3,9,4,5,0.4444444444444444,9,1,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,4,2,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,5,1,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,6,2,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,8,3,0,0.0
gpt-4o,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,9,1,1,1.0
gpt-4o,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,4,2,0,0.0
gpt-4o,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,5,1,0,0.0
gpt-4o,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,6,2,0,0.0
gpt-4o,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,8,3,0,0.0
gpt-4o,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,9,1,1,1.0
gpt-4o-mini,ipsr,INNOVATION_READINESS_PROMPT,9,0,9,0.0,4,2,0,0.0
gpt-4o-mini,ipsr,INNOVATION_READINESS_PROMPT,9,0,9,0.0,5,1,0,0.0
gpt-4o-mini,ipsr,INNOVATION_READINESS_PROMPT,9,0,9,0.0,6,2,0,0.0
gpt-4o-mini,ipsr,INNOVATION_READINESS_PROMPT,9,0,9,0.0,8,3,0,0.0
gpt-4o-mini,ipsr,INNOVATION_READINESS_PROMPT,9,0,9,0.0,9,1,0,0.0
gpt-4o-mini,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,4,2,0,0.0
gpt-4o-mini,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,5,1,0,0.0
gpt-4o-mini,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,6,2,0,0.0
gpt-4o-mini,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,8,3,1,0.3333333333333333
gpt-4o-mini,ipsr,Innov_Readi_MVE3,9,1,8,0.1111111111111111,9,1,0,0.0
o3-mini,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,4,2,0,0.0
o3-mini,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,5,1,0,0.0
o3-mini,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,6,2,0,0.0
o3-mini,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,8,3,1,0.3333333333333333
o3-mini,ipsr,INNOVATION_READINESS_PROMPT,9,1,8,0.1111111111111111,9,1,0,0.0
o3-mini,ipsr,Innov_Readi_MVE3,9,3,6,0.3333333333333333,4,2,0,0.0
o3-mini,ipsr,Innov_Readi_MVE3,9,3,6,0.3333333333333333,5,1,0,0.0
o3-mini,ipsr,Innov_Readi_MVE3,9,3,6,0.3333333333333333,6,2,0,0.0
o3-mini,ipsr,Innov_Readi_MVE3,9,3,6,0.3333333333333333,8,3,3,1.0
o3-mini,ipsr,Innov_Readi_MVE3,9,3,6,0.3333333333333333,9,1,0,0.0
