model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,18,10,8,0.5555555555555556,0,4,2,0.5
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,18,10,8,0.5555555555555556,1,5,3,0.6
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,18,10,8,0.5555555555555556,2,9,5,0.5555555555555556
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,4,4,0.5,0,1,1,1.0
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,4,4,0.5,1,3,2,0.6666666666666666
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,4,4,0.5,2,4,1,0.25
gpt-4o,gender,GENDER_EQUALITY_PROMPT,16,8,8,0.5,0,6,5,0.8333333333333334
gpt-4o,gender,GENDER_EQUALITY_PROMPT,16,8,8,0.5,1,6,2,0.3333333333333333
gpt-4o,gender,GENDER_EQUALITY_PROMPT,16,8,8,0.5,2,4,1,0.25
gpt-4o,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,0,11,5,0.45454545454545453
gpt-4o,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,1,4,2,0.5
gpt-4o,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,2,2,1,0.5
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,18,9,9,0.5,0,11,4,0.36363636363636365
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,18,9,9,0.5,1,5,4,0.8
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,18,9,9,0.5,2,2,1,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,18,10,8,0.5555555555555556,0,4,2,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,18,10,8,0.5555555555555556,1,5,1,0.2
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,18,10,8,0.5555555555555556,2,9,7,0.7777777777777778
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,5,3,0.625,0,1,1,1.0
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,5,3,0.625,1,3,2,0.6666666666666666
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,5,3,0.625,2,4,2,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,16,7,9,0.4375,0,6,3,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,16,7,9,0.4375,1,6,1,0.16666666666666666
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,16,7,9,0.4375,2,4,3,0.75
gpt-4o-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,0,11,5,0.45454545454545453
gpt-4o-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,1,4,2,0.5
gpt-4o-mini,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,2,2,1,0.5
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,0,11,1,0.09090909090909091
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,1,5,2,0.4
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,18,4,14,0.2222222222222222,2,2,1,0.5
o1-mini,climate,CLIMATE_CHANGE_PROMPT,18,8,10,0.4444444444444444,0,4,0,0.0
o1-mini,climate,CLIMATE_CHANGE_PROMPT,18,8,10,0.4444444444444444,1,5,2,0.4
o1-mini,climate,CLIMATE_CHANGE_PROMPT,18,8,10,0.4444444444444444,2,9,6,0.6666666666666666
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,0,1,1,1.0
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,1,3,3,1.0
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,2,4,2,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,16,9,7,0.5625,0,6,3,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,16,9,7,0.5625,1,6,5,0.8333333333333334
o1-mini,gender,GENDER_EQUALITY_PROMPT,16,9,7,0.5625,2,4,1,0.25
o1-mini,nutrition,NUTRITION_PROMPT,17,7,10,0.4117647058823529,0,11,2,0.18181818181818182
o1-mini,nutrition,NUTRITION_PROMPT,17,7,10,0.4117647058823529,1,4,3,0.75
o1-mini,nutrition,NUTRITION_PROMPT,17,7,10,0.4117647058823529,2,2,2,1.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,0,11,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,1,5,4,0.8
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,18,6,12,0.3333333333333333,2,2,2,1.0
o1-preview,climate,CLIMATE_CHANGE_PROMPT,18,12,6,0.6666666666666666,0,4,2,0.5
o1-preview,climate,CLIMATE_CHANGE_PROMPT,18,12,6,0.6666666666666666,1,5,3,0.6
o1-preview,climate,CLIMATE_CHANGE_PROMPT,18,12,6,0.6666666666666666,2,9,7,0.7777777777777778
o1-preview,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,0,1,1,1.0
o1-preview,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,1,3,3,1.0
o1-preview,environment,ENVIRONMENTAL_HEALTH_PROMPT,8,6,2,0.75,2,4,2,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,16,9,7,0.5625,0,6,5,0.8333333333333334
o1-preview,gender,GENDER_EQUALITY_PROMPT,16,9,7,0.5625,1,6,3,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,16,9,7,0.5625,2,4,1,0.25
o1-preview,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,0,11,3,0.2727272727272727
o1-preview,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,1,4,3,0.75
o1-preview,nutrition,NUTRITION_PROMPT,17,8,9,0.47058823529411764,2,2,2,1.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,0,11,2,0.18181818181818182
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,1,5,4,0.8
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,18,7,11,0.3888888888888889,2,2,1,0.5
