model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,33,19,14,0.5757575757575758,0,6,2,0.3333333333333333
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,33,19,14,0.5757575757575758,1,7,2,0.2857142857142857
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,33,19,14,0.5757575757575758,2,20,15,0.75
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,17,13,4,0.7647058823529411,0,1,1,1.0
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,17,13,4,0.7647058823529411,1,12,11,0.9166666666666666
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,17,13,4,0.7647058823529411,2,4,1,0.25
gpt-4o,gender,GENDER_EQUALITY_PROMPT,32,18,14,0.5625,0,12,11,0.9166666666666666
gpt-4o,gender,GENDER_EQUALITY_PROMPT,32,18,14,0.5625,1,16,6,0.375
gpt-4o,gender,GENDER_EQUALITY_PROMPT,32,18,14,0.5625,2,4,1,0.25
gpt-4o,nutrition,NUTRITION_PROMPT,30,16,14,0.5333333333333333,0,18,8,0.4444444444444444
gpt-4o,nutrition,NUTRITION_PROMPT,30,16,14,0.5333333333333333,1,10,7,0.7
gpt-4o,nutrition,NUTRITION_PROMPT,30,16,14,0.5333333333333333,2,2,1,0.5
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,31,15,16,0.4838709677419355,0,17,5,0.29411764705882354
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,31,15,16,0.4838709677419355,1,12,9,0.75
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,31,15,16,0.4838709677419355,2,2,1,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,33,20,13,0.6060606060606061,0,6,2,0.3333333333333333
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,33,20,13,0.6060606060606061,1,7,1,0.14285714285714285
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,33,20,13,0.6060606060606061,2,20,17,0.85
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,17,10,7,0.5882352941176471,0,1,1,1.0
