"result_code","prompt_id","prompt_text","model_name","impact_area","input_text","token_count"
"187","1200a","Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Area (hectares) of farmland, rangeland, and other managed agricultural landscapes under climate-smart agriculture management""""

### **Structured Output Format:**
Please provide your answer in the following format:
{ """"score"""": <Yes|No|Maybe>, """"explanation"""": """"<Your explanation here>"""" }

**Text to Analyze:** **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Targeted simulations help breeders to optimize breeding schemes aligned with the desirable characteristics of farmer- and market demanded crop varieties. Tools were deployed to CGIAR breeders to optimize breeding schemes aligned with the desirable characteristics of farmer- and market-demanded crop varieties. These include simulation scripts, results, recommendations, which are publicly accessible on www.excellenceinbreedingplatform.org.  The Breeding Pipeline Manager was originally made available to both CGIAR and non-CGIAR users to capture information on breeding schemes, market segments, target product profiles and breeding pipelines. Between 2021 and 2023, there were 117 CGIAR users and 245 Non-CGIAR users. For quality assurance purposes, we adjusted the tool for CGIAR users, to link with market segments, target product profiles and breeding pipelines hosted and quality-controlled in the Breeding Portal. The existing tool stayed available for non-CGIAR users on https://bsm.excellenceinbreeding.org/. Among non-CGIAR users, 109 users uploaded data, 136 only viewed the tool.                                                 Focus area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Summary [% expressed over total number of breeding programs who responsed this survey]
           Aligning Breeding Targets and Breeding Efforts                                                                                                                                                                                                                                                                                                                                                                                                       40% breeding programs have tested alternative breeding schemes for at least 1 pipeline using AlphaSimR and have made suggested changes accordingly in the scheme
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                       90% breeding programs reported that they are reviewed their MS, TPP and breeding pipeline information in the breeding portal and have made significant effort in their alignment
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                    100% breeding programs reported that the traits measured in various phases of evaluation of their breeding materials align perfectly with their TPP
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                     50% of the breeding programs reported that they have carried out pipeline costing for at least 1 breeding pipeline
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               80% programs reported that they have updated BSM for at least 1 pipeline
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    NaN
Breeding Scheme Design (Recycling and Crossing Decisions)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    90% of the breeding program reported they recycled parents from Early stage testing
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          54% reported that they recycle parents from both Early and Late Stage Testing
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             33% programs recycle parents from Early Stage Testing only
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                             15% programs recycle parents from screening or pre-stage 1 testing [using prediction only]
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    NaN
             Breeding Scheme Design (Selection Decisions)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                85% Breeding programs carry out QA/QC in at least one breeding pipeline
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       60% programs carry out QA/QC in crossing parents
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     50% programs carry out QA/QC in F1
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            37% Programs carry out in both parents + F1
                                                      NaN                                                                                                                                                                                                                                                                                                                                                         77% programs reported that they have significantly reduced breeding cycle time for 1 or more piepelines through Early generation testing or Rapid generation advancement or the combination of both techniques
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                       46% programs use Rapid Cycle Genomic Selection (RCGS) strategy in at least one of their pipeline
                                                      NaN                                                                                                                                                                                                                                                                                                                        80% of programs use a selection index in their breeding pipelines to select parents, candidates for early and late-stage trials, and on-farm verification. 50% of them use the Desire gain index, and the rest use other weight-based indices. 
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                      88% programs carryout joint meetings with stakeholders at various level for advancement decision 
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    NaN
                Breeding Scheme Design (Testing Strategy)                                                                                                                                                                                                                                                                                                                                                                                 82% of breeding programs made changes and adjustments to their testing strategies based on QG and Biometrical principles. Majority of the changes were made in early stage of testing.
                                                      NaN                                                                                                                                                                                                                                                                                                                                              75% or more breeding programs reported carrying out early stage MET trials, particularly early or 1st stage testing, in 2-5 Environments, whereas some reported conducting sparse testing in more than 30 environments.  
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                          60% of breeding programs genotype (with molecular markers) all the candidate entries into Early stage testing
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                              More than 90% of programs reported using a recommended check strategy while testing genotypes (one or multiple pipelines)
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                      42% programs reported their pipelines (at least 1) estimate correlation between early-stage and late-stage testing traits values 
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    NaN
                       On-farm Verification Trials (OFVT) 70% of programs reported that at least one of their pipelines carry out On Farm Verification trials. Number of farms used in the trials varies from 1 to 1682 [28% programs reported using more than 30 farms]. More than 35% of progrms are using TRICOT or modified TRICOT design, whereas 20% of them are using MET- replicated full sets. Nearly 60% of the programs reported collecting one or more types of data on a quantitative scale (other than ranking). About 50% of programs reported collecting gender segregated data during on farm trial evaluation.
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    NaN
                                Use of Breeding Resources                                                                                                                                                                                                                       100% of the programs reported that they have used one or more types of breeding resources / shared services in 2023. Out of all, data management systems and lab services were the primary ones.  About 25% of programs also reported that they have their annual projection/forecasting system in place to assess such requirements annually.  
                                                      NaN                                                                                                                                                                                                                      48%, 25%, and 26% of the breeding programs reported that they are using EBS, BreedBase, and MBS as the primary systems to manage their breeding programs and data, respectively, alone or in combination with other tools or apps. 65% of the programs use DMS for whole breeding operations, while 28% use it for data capture and storage only.
                                                      NaN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    NaN
                           Benefit from CtEH Investiments                                                                                                                                                                                                                                                                                                                                                                                                                           57% of the breeding programs believe they are going to benefit directly or indirectly in some extent by CtEH infrastructure upgrade project ","1500"
"347","1200a","Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Area (hectares) of farmland, rangeland, and other managed agricultural landscapes under climate-smart agriculture management""""

### **Structured Output Format:**
Please provide your answer in the following format:
{ """"score"""": <Yes|No|Maybe>, """"explanation"""": """"<Your explanation here>"""" }

**Text to Analyze:** **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Integration of breeding under One CGIAR highlights the value of partnerships; 36 countries release crop varieties that help in climate change adaptation and lowering malnutrition among women and children In 2023, partner organizations in 36 countries registered a total of 198 crop varieties deriving from CGIAR breeding pipelines. They were improved in collaboration with over 600 partner orgnizations in Africa, Asia and Latin America. 165 varieties are climate-resilient. 50 are biofortified and directed to lower malnutrition among women and children. Germplasm registrations are no guarantee for multiplication and use but they are an important milestone. Many countries require variety registration for commercialization. Variety registrations were from: Barley, Beans, Cassava, Cowpea, Lentil, Maize, Potato, Rice, Soybean, Sweet Potato, Wheat, and 
Yam. 112 varieties were registered in Africa (19 countries), 61 in Asia (10 countries), 23 in Latin America (6 countries), and one in Europe. 79% were registered in low and lower-middle income economies where more than 93% of all people with incomes below $2.15 a day live.                                                                                                                                                                                                                                                                                                    Worksheet Descriptions  Unnamed: 1               Unnamed: 2                                                                                                                                                                    Unnamed: 3                                                                                                                                                                                Unnamed: 4
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                             PRMS Results and IA  coding         NaN   Evidence for IA coding                                                                                                                                                    Starting Rows 1, describes Method used to systematically link Breeding Pipelines employed, Target Product Profiles pursued, and Variety Releases achieved by ALL Genetic Innovation Breeding Efforts to Impact Areas
                                                                                                                                                                                                                                                                                                                     NaN         NaN   Evidence for IA coding                                                                                                                                                   Starting Rows 11, describes                                                                                          Standardized matrix of traits, value propositions and Impact Area tagging for genetic innovation
                                                                                                                                                                                                                                                                                                                     NaN         NaN   Evidence for IA coding                                                                                                                                                   Starting Rows 45, describes                                                            Standardized Impact Area tagging for Genetic Innovation Breeding Pipelines and Variety Releases and their link to PRMS results
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                           IRL Standardization Germplasm         NaN  Evidence for IRL coding                                  Links Germplasm Stages, used in CGIAR Genetic Innovation, to Levels of CGIAR Innovation Readiness and Use, across all CGIAR Breeding Efforts                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                    Breeding Cycle times         NaN Evidence for cycle times                                                   Lists cycle times of breeding pipelines, based on a breeders' survey. This information is used in PRMS Results descriptions                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                     BPs >> PRMS Results         NaN    Part of the analytics                                                                                                                       Lists Breeding Pipelines and their link to PRMS Results                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                Value Propositions in BP         NaN    Part of the analytics                                                                                                         Lists Value propositions  and Trait requirement per Breeding Pipeline                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                           BP - TPP - MS         NaN    Part of the analytics  Links between Breeding Pipelines (BP), Target Product Profiles (TPP) and Market Segments (MS), across all of CGAIR breeding, downloaded from Breeding Portal 14 January 2024                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                         TPPs and Traits         NaN    Part of the analytics Links between Trait, Value Proposition, Breeding Pipelines (BP), Target Product Profiles (TPP) , across all of CGAIR breeding, downloaded from Breeding Portal 8 January 2024                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                              Variety 2023 releases > BP         NaN    Part of the analytics                                                                  Known variety releases in 2023, linked to Breeding Pipeline, downloaded from Breeding Portal 14 January 2023                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
    In collaboration with Market Intelligence, Impact Area and IRL coding are standardized across ALL CGIAR breeding efforts, with  improvements from year to year. The file provides methods and analysis. IA Worksheet ""PRMS Results and IA coding"", Rows 93-96 lists Impact Area codes, resulting from the analysis.          NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
                                                                                                                                                                                                                                                                                                                     NaN         NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN
Worksheet ""PRMS Results & IA Coding"" explains the method, developed with Market Intelligence, for standardized Impact Area tagging of CGIAR Breeding Pipelines. The proportion of Breeding Pipelines with Impact Area Tag 2 are shown in Row 33.  The analysis allows to conclude on the overall portfolio orientation.          NaN                      NaN                                                                                                                                                                           NaN                                                                                                                                                                                       NaN","1281"
"355","1200a","Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Area (hectares) of farmland, rangeland, and other managed agricultural landscapes under climate-smart agriculture management""""

### **Structured Output Format:**
Please provide your answer in the following format:
{ """"score"""": <Yes|No|Maybe>, """"explanation"""": """"<Your explanation here>"""" }

**Text to Analyze:** **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Systematic assessments of national programs' strengths and change ambitions in Africa and South Asia leads to a growing community of breeding teams accelerating genetic gains for major food crops Continuing with efforts made by the Excellence in Breeding Platform, 92 in-depths assessments of NARES Breeding Programs have been done since 2019. Each partner assessment has been followed by NARES developing a customized improvement plan. So, far 67 NARES have completed them. These plans are the basis for developing individual and regional capacity development plans, increasing NARES engagement in regional collaborative breeding approaches, and modernizing regional breeding strategies, such as through centralized rapid cycle genomic selection and expanded on-farm testing at earlier stages. Network partners are using the improvement plans as a basis for internal and external funding applications, such as to Crops to End Hunger. The overall benefits are: 1. more targeted approaches to capacity development, 3. increased NARES capacity to participate in breeding networks and develop varieties, 3. stronger CGIAR-NARES collaborative efforts, and 4. a growing community of breeding teams accelerating genetic gains for major food crops.  ","376"
"420","1200a","Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Area (hectares) of farmland, rangeland, and other managed agricultural landscapes under climate-smart agriculture management""""

### **Structured Output Format:**
Please provide your answer in the following format:
{ """"score"""": <Yes|No|Maybe>, """"explanation"""": """"<Your explanation here>"""" }

**Text to Analyze:** **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Deployment of voice messaging based on weather forecasts to avoid rainfall-induced crop damage to mungbean in coastal Bangladesh Deployment of voice messaging based on weather forecasts for mungbean harvest warning service to farmers in the coastal Bangladesh saves farmers from experiencing up to 50% crop yield losses caused by heavy rainfall storms. The innovation uses customized interactive voice response (IVR) messages tailored in format to men and women's specific needs for mungbean harvesting and drying.  ","238"
"1041","1200a","Please read the text that belongs to a reported result in our system in CGIAR, and let me know if you think its content it is highly related to the following question we received from stakeholders about results achieved. Does the following text indicate clearly that this specific project supported directly in any capacity to what the stakeholder is asking so that I can inspect in detail?

Question from the stakeholder: """"Area (hectares) of farmland, rangeland, and other managed agricultural landscapes under climate-smart agriculture management""""

### **Structured Output Format:**
Please provide your answer in the following format:
{ """"score"""": <Yes|No|Maybe>, """"explanation"""": """"<Your explanation here>"""" }

**Text to Analyze:** **Text to Analyze:** [INPUT_TEXT]","gpt-4o","None","Landscape specific fertilizer recommendation applied by smallholder farmers through digitally enabled tools in Ethiopia (Fertilizer Ethiopia Use Case) Application of digital fertilizer solution (developed under Ethiopia fertilizer Use Case) by 1154 registered farmers in 24 Kebele administrations across 10 districts in Amhara, Oromia, and Southern Nations, Nationalities, and Peoples' Region (SSNPR).  ","228"
