model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,1,1,0,1.0,2,1,1,1.0
gpt-4o,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
gpt-4o,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
gpt-4o,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,0,2,0,0.0
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,2,2,1,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,1,1,0,1.0,2,1,1,1.0
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
gpt-4o-mini,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,0,2,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,4,1,3,0.25,2,2,1,0.5
o1-mini,climate,CLIMATE_CHANGE_PROMPT,1,1,0,1.0,2,1,1,1.0
o1-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
o1-mini,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,4,2,2,0.5,0,2,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,4,2,2,0.5,2,2,2,1.0
o1-preview,climate,CLIMATE_CHANGE_PROMPT,1,1,0,1.0,2,1,1,1.0
o1-preview,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,0,2,1,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,3,1,2,0.3333333333333333,1,1,0,0.0
o1-preview,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,4,2,2,0.5,0,2,0,0.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,4,2,2,0.5,2,2,2,1.0
