model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,5,3,2,0.6,0,1,1,1.0
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,5,3,2,0.6,2,4,2,0.5
gpt-4o,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,0,2,1,0.5
gpt-4o,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,1,2,0,0.0
gpt-4o,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,9,3,6,0.3333333333333333,0,7,2,0.2857142857142857
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,9,3,6,0.3333333333333333,2,2,1,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,5,3,2,0.6,0,1,1,1.0
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,5,3,2,0.6,2,4,2,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,0,2,1,0.5
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,1,2,0,0.0
gpt-4o-mini,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,9,1,8,0.1111111111111111,0,7,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,9,1,8,0.1111111111111111,2,2,1,0.5
o1-mini,climate,CLIMATE_CHANGE_PROMPT,5,3,2,0.6,0,1,1,1.0
o1-mini,climate,CLIMATE_CHANGE_PROMPT,5,3,2,0.6,2,4,2,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,0,2,1,0.5
o1-mini,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,1,2,0,0.0
o1-mini,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,9,1,8,0.1111111111111111,0,7,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,9,1,8,0.1111111111111111,2,2,1,0.5
o1-preview,climate,CLIMATE_CHANGE_PROMPT,5,2,3,0.4,0,1,0,0.0
o1-preview,climate,CLIMATE_CHANGE_PROMPT,5,2,3,0.4,2,4,2,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,0,2,1,0.5
o1-preview,gender,GENDER_EQUALITY_PROMPT,4,1,3,0.25,1,2,0,0.0
o1-preview,nutrition,NUTRITION_PROMPT,1,0,1,0.0,0,1,0,0.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,9,1,8,0.1111111111111111,0,7,0,0.0
o1-preview,poverty,POVERTY_REDUCTION_PROMPT,9,1,8,0.1111111111111111,2,2,1,0.5
