model_name,Impact Area,prompt_id,total,correct,incorrect,accuracy,expert_score,score_total,score_correct,score_accuracy
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,16,9,7,0.5625,0,4,2,0.5
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,16,9,7,0.5625,1,4,3,0.75
gpt-4o,climate,CLIMATE_CHANGE_PROMPT,16,9,7,0.5625,2,8,4,0.5
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,2,4,0.3333333333333333,0,1,1,1.0
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,2,4,0.3333333333333333,1,2,1,0.5
gpt-4o,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,2,4,0.3333333333333333,2,3,0,0.0
gpt-4o,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,0,4,4,1.0
gpt-4o,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,1,5,1,0.2
gpt-4o,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,2,4,0,0.0
gpt-4o,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,0,8,4,0.5
gpt-4o,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,1,3,1,0.3333333333333333
gpt-4o,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,2,2,0,0.0
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,15,8,7,0.5333333333333333,0,10,6,0.6
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,15,8,7,0.5333333333333333,1,3,2,0.6666666666666666
gpt-4o,poverty,POVERTY_REDUCTION_PROMPT,15,8,7,0.5333333333333333,2,2,0,0.0
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,16,6,10,0.375,0,4,2,0.5
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,16,6,10,0.375,1,4,1,0.25
gpt-4o-mini,climate,CLIMATE_CHANGE_PROMPT,16,6,10,0.375,2,8,3,0.375
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,0,1,1,1.0
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,1,2,2,1.0
gpt-4o-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,2,3,1,0.3333333333333333
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,0,4,4,1.0
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,1,5,1,0.2
gpt-4o-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,2,4,0,0.0
gpt-4o-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,0,8,4,0.5
gpt-4o-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,1,3,1,0.3333333333333333
gpt-4o-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,2,2,0,0.0
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,0,10,3,0.3
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,1,3,2,0.6666666666666666
gpt-4o-mini,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,2,2,1,0.5
o1,climate,CLIMATE_CHANGE_PROMPT,16,13,3,0.8125,0,4,4,1.0
o1,climate,CLIMATE_CHANGE_PROMPT,16,13,3,0.8125,1,4,3,0.75
o1,climate,CLIMATE_CHANGE_PROMPT,16,13,3,0.8125,2,8,6,0.75
o1,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,0,1,1,1.0
o1,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,1,2,1,0.5
o1,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,2,3,1,0.3333333333333333
o1,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,0,4,4,1.0
o1,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,1,5,1,0.2
o1,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,2,4,0,0.0
o1,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,0,8,2,0.25
o1,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,1,3,1,0.3333333333333333
o1,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,2,2,2,1.0
o1,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,0,10,3,0.3
o1,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,1,3,2,0.6666666666666666
o1,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,2,2,1,0.5
o1-mini,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,0,4,0,0.0
o1-mini,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,1,4,3,0.75
o1-mini,climate,CLIMATE_CHANGE_PROMPT,16,8,8,0.5,2,8,5,0.625
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,0,1,1,1.0
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,1,2,2,1.0
o1-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,3,3,0.5,2,3,0,0.0
o1-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,0,4,4,1.0
o1-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,1,5,1,0.2
o1-mini,gender,GENDER_EQUALITY_PROMPT,13,5,8,0.38461538461538464,2,4,0,0.0
o1-mini,nutrition,NUTRITION_PROMPT,13,4,9,0.3076923076923077,0,8,1,0.125
o1-mini,nutrition,NUTRITION_PROMPT,13,4,9,0.3076923076923077,1,3,2,0.6666666666666666
o1-mini,nutrition,NUTRITION_PROMPT,13,4,9,0.3076923076923077,2,2,1,0.5
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,15,4,11,0.26666666666666666,0,10,0,0.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,15,4,11,0.26666666666666666,1,3,3,1.0
o1-mini,poverty,POVERTY_REDUCTION_PROMPT,15,4,11,0.26666666666666666,2,2,1,0.5
o3-mini,climate,CLIMATE_CHANGE_PROMPT,16,10,6,0.625,0,4,3,0.75
o3-mini,climate,CLIMATE_CHANGE_PROMPT,16,10,6,0.625,1,4,2,0.5
o3-mini,climate,CLIMATE_CHANGE_PROMPT,16,10,6,0.625,2,8,5,0.625
o3-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,0,1,1,1.0
o3-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,1,2,2,1.0
o3-mini,environment,ENVIRONMENTAL_HEALTH_PROMPT,6,4,2,0.6666666666666666,2,3,1,0.3333333333333333
o3-mini,gender,GENDER_EQUALITY_PROMPT,13,6,7,0.46153846153846156,0,4,4,1.0
o3-mini,gender,GENDER_EQUALITY_PROMPT,13,6,7,0.46153846153846156,1,5,2,0.4
o3-mini,gender,GENDER_EQUALITY_PROMPT,13,6,7,0.46153846153846156,2,4,0,0.0
o3-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,0,8,3,0.375
o3-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,1,3,1,0.3333333333333333
o3-mini,nutrition,NUTRITION_PROMPT,13,5,8,0.38461538461538464,2,2,1,0.5
o3-mini,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,0,10,2,0.2
o3-mini,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,1,3,3,1.0
o3-mini,poverty,POVERTY_REDUCTION_PROMPT,15,6,9,0.4,2,2,1,0.5
